QueryA;QueryB;Boomerang_res;Boomerang_time(ms);Boomerang_timeout;Sridharan_res;Sridharan_time(ms);Sridharan_timeout;Dacong_res;Dacong_time(ms);Dacong_timeout
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workers = varReplacer1326,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r6 = r0._workers,r0 (XalanHarness.iterate));false;0;false;true;242;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r11 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = $r13,r0 (XalanHarness.<init>));false;37;false;true;138;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness$WorkQueue: java.lang.String pop()> $r2 = r0._queue,r0 (XalanHarness$WorkQueue.pop));BackwardQuery: (<dacapo.xalan.XalanHarness$WorkQueue: void <init>(dacapo.xalan.XalanHarness)> r0._queue = $r2,r0 (XalanHarness$WorkQueue.<init>));false;2;false;true;141;false;false;1;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r11 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;36;false;true;138;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r23 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;36;false;true;135;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void preIteration(java.lang.String)> $r4 = r0._workQueue,r0 (XalanHarness.preIteration));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;33;false;true;134;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r24 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;34;false;true;135;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = $r13,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void preIteration(java.lang.String)> $r4 = r0._workQueue,r0 (XalanHarness.preIteration));false;2;false;true;138;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r16 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;35;false;true;136;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r21 = r0._workQueue,r0 (XalanHarness.iterate));false;0;false;true;134;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r16 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = $r13,r0 (XalanHarness.<init>));false;35;false;true;136;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness$XalanWorker: void run()> $i0 = r0._id,r0 (XalanHarness$XalanWorker.run));BackwardQuery: (<dacapo.xalan.XalanHarness$XalanWorker: void <init>(dacapo.xalan.XalanHarness,dacapo.xalan.XalanHarness$WorkQueue,int)> r0._id = i0,r0 (XalanHarness$XalanWorker.<init>));false;0;false;true;148;false;false;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = $r13,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r22 = r0._workQueue,r0 (XalanHarness.iterate));false;2;false;true;153;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = $r13,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r14 = r0._workQueue,r0 (XalanHarness.iterate));false;2;false;true;268;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r25 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;43;false;true;281;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void preIteration(java.lang.String)> r0._workers = $r8,r0 (XalanHarness.preIteration));BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r6 = r0._workers,r0 (XalanHarness.iterate));false;41;false;true;187;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness$XalanWorker: void run()> $r17 = $r16._template,$r16 (XalanHarness$XalanWorker.run));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._template = varReplacer1314,r0 (XalanHarness.<init>));false;1;false;true;230;false;false;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void preIteration(java.lang.String)> $r2 = r0._workers,r0 (XalanHarness.preIteration));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workers = varReplacer1326,r0 (XalanHarness.<init>));false;36;false;true;164;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = $r13,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r25 = r0._workQueue,r0 (XalanHarness.iterate));false;2;false;true;143;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r10 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;36;false;true;148;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workers = varReplacer1326,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness: void preIteration(java.lang.String)> $r6 = r0._workers,r0 (XalanHarness.preIteration));false;0;false;true;149;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void iterate(java.lang.String)> $r20 = r0._workQueue,r0 (XalanHarness.iterate));BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._workQueue = varReplacer1327,r0 (XalanHarness.<init>));false;38;false;true;150;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness: void <init>(dacapo.parser.Config,java.io.File)> r0._template = $r12,r0 (XalanHarness.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness$XalanWorker: void run()> $r17 = $r16._template,$r16 (XalanHarness$XalanWorker.run));false;2;false;true;150;false;true;0;false
BackwardQuery: (<dacapo.xalan.XalanHarness$XalanWorker: void <init>(dacapo.xalan.XalanHarness,dacapo.xalan.XalanHarness$WorkQueue,int)> r0.this$0 = r1,r0 (XalanHarness$XalanWorker.<init>));BackwardQuery: (<dacapo.xalan.XalanHarness$XalanWorker: void run()> $r20 = r0.this$0,r0 (XalanHarness$XalanWorker.run));false;263;false;true;153;false;true;1;false
