QueryA;QueryB;Boomerang_res;Boomerang_time(ms);Boomerang_timeout;Sridharan_res;Sridharan_time(ms);Sridharan_timeout;Dacong_res;Dacong_time(ms);Dacong_timeout
BackwardQuery: (<org.osgi.framework.AdminPermission: void <init>(org.osgi.framework.Bundle,java.lang.String)> r0.action_mask = varReplacer3297,r0 (AdminPermission.<init>));BackwardQuery: (<org.osgi.framework.AdminPermission: java.lang.String getActions()> $i4 = r0.action_mask,r0 (AdminPermission.getActions));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i16,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_not(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i0 = r0.pos,r0 (FilterImpl$Parser.parse_not));true;74;false;true;424;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse$2: java.lang.Object run()> $r7 = $r4.registration,$r4 (ServiceUse$2.run));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse: void <init>(org.eclipse.osgi.framework.internal.core.BundleContextImpl,org.eclipse.osgi.framework.internal.core.ServiceRegistrationImpl)> r0.registration = r2,r0 (ServiceUse.<init>));false;3;false;true;-1;true;false;0;false
BackwardQuery: (<org.eclipse.osgi.framework.util.Headers: void add(java.lang.Object,java.lang.Object)> $i1 = r0.size,r0 (Headers.add));BackwardQuery: (<org.eclipse.osgi.framework.util.Headers: java.lang.Object remove(int)> r0.size = $i7,r0 (Headers.remove));true;90;false;true;423;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle: boolean isResolved()> $i0 = r0.state,r0 (AbstractBundle.isResolved));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleHost: void stopWorker(boolean)> r0.state = varReplacer3626,r0 (BundleHost.stopWorker));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.internal.profile.DefaultProfileLogger: void initProps()> r0.logFileName = r11,r0 (DefaultProfileLogger.initProps));BackwardQuery: (<org.eclipse.osgi.internal.profile.DefaultProfileLogger: void <init>()> r0.logFileName = varReplacer1352,r0 (DefaultProfileLogger.<init>));true;-1;true;true;412;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_and(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i4 = r0.pos,r0 (FilterImpl$Parser.parse_and));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.String parse_attr()> r0.pos = $i4,r0 (FilterImpl$Parser.parse_attr));true;72;false;true;416;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void <init>(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl[],org.osgi.service.condpermadmin.Condition[])> r0.cpis = r1,r0 (ConditionalPermissionSet.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: boolean remove(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl)> $r2 = r0.cpis,r0 (ConditionalPermissionSet.remove));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i10 = r0.pos,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> r0.pos = $i11,r0 (FilterImpl$Parser.parse_substring));true;76;false;true;427;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i10 = r0.pos,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.String parse_value()> r0.pos = $i5,r0 (FilterImpl$Parser.parse_value));true;76;false;true;427;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i6,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_filtercomp(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i5,r0 (FilterImpl$Parser.parse_filtercomp));true;75;false;true;540;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.protocol.URLStreamHandlerProxy: java.lang.Object addingService(org.osgi.framework.ServiceReference)> $i2 = r0.ranking,r0 (URLStreamHandlerProxy.addingService));BackwardQuery: (<org.eclipse.osgi.framework.internal.protocol.URLStreamHandlerProxy: void removedService(org.osgi.framework.ServiceReference,java.lang.Object)> r0.ranking = varReplacer2871,r0 (URLStreamHandlerProxy.removedService));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i6,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i1 = r0.pos,r0 (FilterImpl$Parser.parse));true;76;false;true;556;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.MessageResourceBundle$MessagesProperties: java.lang.Object put(java.lang.Object,java.lang.Object)> $r6 = r0.fields,r0 (MessageResourceBundle$MessagesProperties.put));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.MessageResourceBundle$MessagesProperties: void <init>(java.util.Map,java.lang.String,boolean)> r0.fields = r1,r0 (MessageResourceBundle$MessagesProperties.<init>));true;-1;true;true;438;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.String parse_attr()> r0.pos = $i4,r0 (FilterImpl$Parser.parse_attr));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.String parse_value()> $i4 = r0.pos,r0 (FilterImpl$Parser.parse_value));true;74;false;true;425;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: boolean remove(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl)> $r3 = r0.cpis,r0 (ConditionalPermissionSet.remove));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void addConditionalPermissionInfo(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl)> r0.cpis = r15,r0 (ConditionalPermissionSet.addConditionalPermissionInfo));true;-1;true;true;-1;true;true;3;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.protocol.StreamHandlerFactory: void <init>(org.osgi.framework.BundleContext,org.eclipse.osgi.framework.adaptor.FrameworkAdaptor)> r0.adaptor = r2,r0 (StreamHandlerFactory.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.protocol.StreamHandlerFactory: java.net.URLStreamHandler createURLStreamHandler(java.lang.String)> $r12 = r0.adaptor,r0 (StreamHandlerFactory.createURLStreamHandler));true;-1;true;true;420;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.String parse_value()> $i10 = r0.pos,r0 (FilterImpl$Parser.parse_value));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_filtercomp(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i5,r0 (FilterImpl$Parser.parse_filtercomp));true;75;false;true;424;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.eventmgr.EventListeners: void copyList(int)> $i2 = r0.size,r0 (EventListeners.copyList));BackwardQuery: (<org.eclipse.osgi.framework.eventmgr.EventListeners: void addListener(java.lang.Object,java.lang.Object)> r0.size = $i10,r0 (EventListeners.addListener));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleLoader: void close()> $r3 = r0.policy,r0 (BundleLoader.close));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleLoader: void initialize(org.eclipse.osgi.service.resolver.BundleDescription)> r0.policy = $r15,r0 (BundleLoader.initialize));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleHost: void stopWorker(boolean)> r0.context = varReplacer3634,r0 (BundleHost.stopWorker));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.Framework: void initialize(org.eclipse.osgi.framework.adaptor.FrameworkAdaptor)> $r14 = $r13.context,$r13 (Framework.initialize));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void addBundleListener(org.osgi.framework.BundleListener)> r0.bundleEvent = $r6,r0 (BundleContextImpl.addBundleListener));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void close()> $r4 = r0.bundleEvent,r0 (BundleContextImpl.close));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.core.runtime.adaptor.EclipseLog: void setOutput(java.io.File,java.io.Writer,boolean)> $r10 = r0.writer,r0 (EclipseLog.setOutput));BackwardQuery: (<org.eclipse.core.runtime.adaptor.EclipseLog: void <init>(java.io.Writer)> r0.writer = r1,r0 (EclipseLog.<init>));false;1;false;true;423;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void close()> r0.bundle = varReplacer3641,r0 (BundleContextImpl.close));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void removeBundleListener(org.osgi.framework.BundleListener)> $r20 = r0.bundle,r0 (BundleContextImpl.removeBundleListener));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_not(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i2 = r0.pos,r0 (FilterImpl$Parser.parse_not));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_filter(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i7,r0 (FilterImpl$Parser.parse_filter));true;75;false;true;424;false;true;0;false
BackwardQuery: (<org.osgi.util.tracker.ServiceTracker: void close()> r0.tracked = varReplacer2203,r0 (ServiceTracker.close));BackwardQuery: (<org.osgi.util.tracker.ServiceTracker: void open(boolean)> $r10 = r0.tracked,r0 (ServiceTracker.open));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse: void releaseService()> $r19 = r0.factory,r0 (ServiceUse.releaseService));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse: void <init>(org.eclipse.osgi.framework.internal.core.BundleContextImpl,org.eclipse.osgi.framework.internal.core.ServiceRegistrationImpl)> r0.factory = varReplacer5080,r0 (ServiceUse.<init>));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.osgi.util.tracker.ServiceTracker$Tracked: void <init>(org.osgi.util.tracker.ServiceTracker)> r0.this$0 = r1,r0 (ServiceTracker$Tracked.<init>));BackwardQuery: (<org.osgi.util.tracker.ServiceTracker$Tracked: void trackAdding(org.osgi.framework.ServiceReference)> $r3 = r0.this$0,r0 (ServiceTracker$Tracked.trackAdding));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleFragment: boolean unload()> $i1 = r0.state,r0 (BundleFragment.unload));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle: void close()> r0.state = varReplacer4669,r0 (AbstractBundle.close));false;0;false;true;425;false;true;0;false
BackwardQuery: (<org.osgi.framework.ServicePermission: void <init>(java.lang.String,int)> r0.actions = varReplacer3492,r0 (ServicePermission.<init>));BackwardQuery: (<org.osgi.framework.ServicePermission: java.lang.String getActions()> $r8 = r0.actions,r0 (ServicePermission.getActions));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: org.osgi.framework.ServiceReference[] getAllServiceReferences(java.lang.String,java.lang.String)> $r3 = r0.framework,r0 (BundleContextImpl.getAllServiceReferences));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void <init>(org.eclipse.osgi.framework.internal.core.BundleHost)> r0.framework = $r3,r0 (BundleContextImpl.<init>));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceRegistrationImpl: boolean ungetService(org.eclipse.osgi.framework.internal.core.BundleContextImpl)> $r4 = r0.registrationLock,r0 (ServiceRegistrationImpl.ungetService));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceRegistrationImpl: void <init>(org.eclipse.osgi.framework.internal.core.BundleContextImpl,java.lang.String[],java.lang.Object,java.util.Dictionary)> r0.registrationLock = $r6,r0 (ServiceRegistrationImpl.<init>));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> $i13 = r0.pos,r0 (FilterImpl$Parser.parse_substring));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i11,r0 (FilterImpl$Parser.parse_item));true;74;false;true;421;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void addConditionalPermissionInfo(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl)> $r12 = r0.cpis,r0 (ConditionalPermissionSet.addConditionalPermissionInfo));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void <init>(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl[],org.osgi.service.condpermadmin.Condition[])> r0.cpis = $r3,r0 (ConditionalPermissionSet.<init>));true;-1;true;true;-1;true;true;5;false
BackwardQuery: (<org.eclipse.osgi.service.resolver.VersionRange: void <init>(java.lang.String)> r0.minVersion = $r5,r0 (VersionRange.<init>));BackwardQuery: (<org.eclipse.osgi.service.resolver.VersionRange: boolean equals(java.lang.Object)> $r4 = r0.minVersion,r0 (VersionRange.equals));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void addBundleListener(org.osgi.framework.BundleListener)> r0.bundleEvent = $r6,r0 (BundleContextImpl.addBundleListener));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void removeBundleListener(org.osgi.framework.BundleListener)> $r2 = r0.bundleEvent,r0 (BundleContextImpl.removeBundleListener));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_filter(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i3,r0 (FilterImpl$Parser.parse_filter));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i18,r0 (FilterImpl$Parser.parse_item));true;73;false;true;421;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_filter(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i3,r0 (FilterImpl$Parser.parse_filter));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> $i3 = r0.pos,r0 (FilterImpl$Parser.parse_substring));true;75;false;true;429;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundlePermissions: void <init>(org.eclipse.osgi.framework.internal.core.PackageAdminImpl)> r0.collections = $r2,r0 (BundlePermissions.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundlePermissions: java.security.PermissionCollection findCollection(java.security.Permission)> $r4 = r0.collections,r0 (BundlePermissions.findCollection));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler$1: void bundleChanged(org.osgi.framework.BundleEvent)> $r5 = $r4.policedLoader,$r4 (PolicyHandler$1.bundleChanged));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler: void <init>(org.eclipse.osgi.framework.internal.core.BundleLoader,java.lang.String)> r0.policedLoader = r1,r0 (PolicyHandler.<init>));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> $i10 = r0.pos,r0 (FilterImpl$Parser.parse_substring));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i25,r0 (FilterImpl$Parser.parse_item));true;75;false;true;426;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i11,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> r0.pos = $i11,r0 (FilterImpl$Parser.parse_substring));true;75;false;true;429;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.internal.profile.DefaultProfileLogger: void initProps()> r0.logFileName = r11,r0 (DefaultProfileLogger.initProps));BackwardQuery: (<org.eclipse.osgi.internal.profile.DefaultProfileLogger: java.io.File getProfileLogFile()> $r3 = r0.logFileName,r0 (DefaultProfileLogger.getProfileLogFile));true;-1;true;true;431;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle: void <init>(org.eclipse.osgi.framework.adaptor.BundleData,org.eclipse.osgi.framework.internal.core.Framework)> r0.framework = r2,r0 (AbstractBundle.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler: void close()> $r3 = $r2.framework,$r2 (PolicyHandler.close));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.Framework: void initialize(org.eclipse.osgi.framework.adaptor.FrameworkAdaptor)> r0.installLock = $r11,r0 (Framework.initialize));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.Framework: org.eclipse.osgi.framework.internal.core.AbstractBundle installWorker(java.lang.String,java.security.PrivilegedExceptionAction)> $r14 = r0.installLock,r0 (Framework.installWorker));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void addConditionalPermissionInfo(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl)> $r10 = r0.cpis,r0 (ConditionalPermissionSet.addConditionalPermissionInfo));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void <init>(org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl[],org.osgi.service.condpermadmin.Condition[])> r0.cpis = $r3,r0 (ConditionalPermissionSet.<init>));true;-1;true;true;-1;true;true;4;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler$1: void bundleChanged(org.osgi.framework.BundleEvent)> $r4 = r0.this$0,r0 (PolicyHandler$1.bundleChanged));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler$1: void <init>(org.eclipse.osgi.framework.internal.core.PolicyHandler)> r0.this$0 = r1,r0 (PolicyHandler$1.<init>));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.eclipse.core.runtime.adaptor.EclipseLog: void openFile()> $r1 = r0.writer,r0 (EclipseLog.openFile));BackwardQuery: (<org.eclipse.core.runtime.adaptor.EclipseLog: void <init>(java.io.Writer)> r0.writer = $r3,r0 (EclipseLog.<init>));true;-1;true;true;421;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.SystemBundle: void <init>(org.eclipse.osgi.framework.internal.core.Framework)> r0.state = varReplacer2408,r0 (SystemBundle.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.StartLevelManager: void resumeBundles(org.eclipse.osgi.framework.internal.core.AbstractBundle[],boolean)> $r6.state = varReplacer3377,$r6 (StartLevelManager.resumeBundles));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl: int addPermissions(java.security.PermissionCollection,java.lang.Class)> $r13 = r0.perms,r0 (ConditionalPermissionInfoImpl.addPermissions));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl: void <init>(java.lang.String,org.osgi.service.condpermadmin.ConditionInfo[],org.osgi.service.permissionadmin.PermissionInfo[])> r0.perms = r3,r0 (ConditionalPermissionInfoImpl.<init>));true;-1;true;true;-1;true;true;6;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> $i13 = r0.pos,r0 (FilterImpl$Parser.parse_substring));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = i26,r0 (FilterImpl$Parser.parse_item));true;75;false;true;430;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse: void <init>(org.eclipse.osgi.framework.internal.core.BundleContextImpl,org.eclipse.osgi.framework.internal.core.ServiceRegistrationImpl)> r0.factory = $r4,r0 (ServiceUse.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse: java.lang.Object getService()> $r3 = r0.factory,r0 (ServiceUse.getService));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.StartLevelManager: void resumeBundles(org.eclipse.osgi.framework.internal.core.AbstractBundle[],boolean)> $r6.state = varReplacer3377,$r6 (StartLevelManager.resumeBundles));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle: void <init>(org.eclipse.osgi.framework.adaptor.BundleData,org.eclipse.osgi.framework.internal.core.Framework)> r0.state = varReplacer2253,r0 (AbstractBundle.<init>));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void addBundleListener(org.osgi.framework.BundleListener)> $r5 = r0.bundleEvent,r0 (BundleContextImpl.addBundleListener));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleContextImpl: void <init>(org.eclipse.osgi.framework.internal.core.BundleHost)> r0.bundleEvent = varReplacer2417,r0 (BundleContextImpl.<init>));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.osgi.framework.AdminPermission: org.osgi.framework.Filter getFilterImpl()> $r3 = r0.filter,r0 (AdminPermission.getFilterImpl));BackwardQuery: (<org.osgi.framework.AdminPermission: void <init>(org.osgi.framework.Bundle,java.lang.String)> r0.filter = varReplacer3300,r0 (AdminPermission.<init>));true;-1;true;true;-1;true;true;4;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler$1: void bundleChanged(org.osgi.framework.BundleEvent)> $r11.policies = $r12,$r11 (PolicyHandler$1.bundleChanged));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.PolicyHandler: void <init>(org.eclipse.osgi.framework.internal.core.BundleLoader,java.lang.String)> r0.policies = $r4,r0 (PolicyHandler.<init>));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleNativeCode: void <init>(org.eclipse.osgi.util.ManifestElement,org.eclipse.osgi.framework.internal.core.AbstractBundle)> r0.bundle = r2,r0 (BundleNativeCode.<init>));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleNativeCode: boolean matchFilter()> $r12 = r0.bundle,r0 (BundleNativeCode.matchFilter));true;-1;true;true;471;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.BundleHost: void stopWorker(boolean)> r0.state = varReplacer3636,r0 (BundleHost.stopWorker));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.StartLevelManager: void suspendAllBundles(org.eclipse.osgi.framework.internal.core.BundleRepository)> $r22.state = varReplacer3356,$r22 (StartLevelManager.suspendAllBundles));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.core.runtime.adaptor.EclipseLog: void openFile()> r0.writer = $r11,r0 (EclipseLog.openFile));BackwardQuery: (<org.eclipse.core.runtime.adaptor.EclipseLog: void setOutput(java.io.File,java.io.Writer,boolean)> r0.writer = r2,r0 (EclipseLog.setOutput));true;-1;true;true;400;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = i26,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.Object parse_substring()> r0.pos = $i8,r0 (FilterImpl$Parser.parse_substring));true;71;false;true;396;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse$2: java.lang.Object run()> $r6 = $r5.service,$r5 (ServiceUse$2.run));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ServiceUse: boolean ungetService()> r0.service = varReplacer5149,r0 (ServiceUse.ungetService));false;0;false;true;-1;true;false;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> r0.pos = $i6,r0 (FilterImpl$Parser.parse_item));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: java.lang.String parse_attr()> r0.pos = $i4,r0 (FilterImpl$Parser.parse_attr));true;72;false;true;394;false;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle$1: java.lang.Object run()> $i1 = r0.val$mask,r0 (AbstractBundle$1.run));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle$1: void <init>(org.eclipse.osgi.framework.internal.core.AbstractBundle,int,boolean)> r0.val$mask = i0,r0 (AbstractBundle$1.<init>));false;0;false;true;393;false;false;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void skipWhiteSpace()> r0.pos = $i5,r0 (FilterImpl$Parser.skipWhiteSpace));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.FilterImpl$Parser: void parse_item(org.eclipse.osgi.framework.internal.core.FilterImpl)> $i7 = r0.pos,r0 (FilterImpl$Parser.parse_item));true;71;false;true;398;false;true;0;false
BackwardQuery: (<org.osgi.util.tracker.ServiceTracker$Tracked: void close()> r0.closed = varReplacer2879,r0 (ServiceTracker$Tracked.close));BackwardQuery: (<org.osgi.util.tracker.ServiceTracker$Tracked: void serviceChanged(org.osgi.framework.ServiceEvent)> $z0 = r0.closed,r0 (ServiceTracker$Tracked.serviceChanged));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: void checkForAllPermission()> $r4 = r0.cpis,r0 (ConditionalPermissionSet.checkForAllPermission));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet: boolean isNonEmpty()> r0.cpis = $r7,r0 (ConditionalPermissionSet.isNonEmpty));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle: void beginStateChange()> r0.stateChanging = $r24,r0 (AbstractBundle.beginStateChange));BackwardQuery: (<org.eclipse.osgi.framework.internal.core.AbstractBundle: void completeStateChange()> r0.stateChanging = varReplacer3637,r0 (AbstractBundle.completeStateChange));true;-1;true;true;-1;true;true;0;false
