QueryA;QueryB;Boomerang_res;Boomerang_time(ms);Boomerang_timeout;Sridharan_res;Sridharan_time(ms);Sridharan_timeout;Dacong_res;Dacong_time(ms);Dacong_timeout
BackwardQuery: (<org.apache.lucene.index.IndexReader$1: void <init>(org.apache.lucene.store.Lock,long,org.apache.lucene.store.Directory,boolean)> r0.val$closeDirectory = z0,r0 (IndexReader$1.<init>));BackwardQuery: (<org.apache.lucene.index.IndexReader$1: java.lang.Object doBody()> $z0 = r0.val$closeDirectory,r0 (IndexReader$1.doBody));true;15;false;true;250;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.PhraseScorer: void firstToLast()> r0.first = $r5,r0 (PhraseScorer.firstToLast));BackwardQuery: (<org.apache.lucene.search.PhraseScorer: boolean skipTo(int)> r1 = r0.first,r0 (PhraseScorer.skipTo));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $r71 = r83.image,r83 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> r90.image = $r52,r90 (QueryParser.Term));true;-1;true;true;-1;true;true;737;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjStartNfaWithStates_2(int,int,int)> r0.curChar = $c3,r0 (QueryParserTokenManager.jjStartNfaWithStates_2));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_1(int,int)> $c28 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_1));true;-1;true;true;317;false;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveStringLiteralDfa1_2(long)> r0.curChar = $c1,r0 (QueryParserTokenManager.jjMoveStringLiteralDfa1_2));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> $c95 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_3));true;-1;true;true;273;false;true;1;false
BackwardQuery: (<org.apache.lucene.search.BooleanScorer$BucketTable: void <init>(org.apache.lucene.search.BooleanScorer)> r0.first = varReplacer3221,r0 (BooleanScorer$BucketTable.<init>));BackwardQuery: (<org.apache.lucene.search.BooleanScorer: boolean next()> $r7 = $r6.first,$r6 (BooleanScorer.next));true;-1;true;true;-1;true;true;2;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> $c56 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_3));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveStringLiteralDfa1_2(long)> r0.curChar = $c1,r0 (QueryParserTokenManager.jjMoveStringLiteralDfa1_2));true;-1;true;true;269;false;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $r34 = r91.image,r91 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> r89.image = $r61,r89 (QueryParser.Term));true;-1;true;true;-1;true;true;256;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> $c86 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_3));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_0(int,int)> r0.curChar = $c18,r0 (QueryParserTokenManager.jjMoveNfa_0));true;-1;true;true;264;false;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.queryParser.ParseException generateParseException()> r0.jj_expentry = $r11,r0 (QueryParser.generateParseException));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: void jj_add_error_token(int,int)> $r6 = r0.jj_expentry,r0 (QueryParser.jj_add_error_token));true;-1;true;true;252;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.BooleanQuery$BooleanWeight: void <init>(org.apache.lucene.search.BooleanQuery,org.apache.lucene.search.Searcher)> r0.weights = $r4,r0 (BooleanQuery$BooleanWeight.<init>));BackwardQuery: (<org.apache.lucene.search.BooleanQuery$BooleanWeight: float sumOfSquaredWeights()> $r9 = r0.weights,r0 (BooleanQuery$BooleanWeight.sumOfSquaredWeights));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_2(int,int)> $i16 = r0.jjnewStateCnt,r0 (QueryParserTokenManager.jjMoveNfa_2));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> r0.jjnewStateCnt = $i64,r0 (QueryParserTokenManager.jjMoveNfa_3));true;-1;true;true;263;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: int Modifiers()> $i0 = r0.jj_ntk,r0 (QueryParser.Modifiers));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.queryParser.Token jj_consume_token(int)> r0.jj_ntk = varReplacer1366,r0 (QueryParser.jj_consume_token));true;982;false;true;262;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.PhraseScorer: boolean skipTo(int)> $z0 = r0.more,r0 (PhraseScorer.skipTo));BackwardQuery: (<org.apache.lucene.search.PhraseScorer: void <init>(org.apache.lucene.search.Weight,org.apache.lucene.index.TermPositions[],int[],org.apache.lucene.search.Similarity,byte[])> r0.more = varReplacer3206,r0 (PhraseScorer.<init>));true;-1;true;true;-1;true;true;31;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> r90.image = $r58,r90 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> r89.image = $r61,r89 (QueryParser.Term));true;-1;true;true;-1;true;true;258;false
BackwardQuery: (<org.apache.lucene.search.FilteredTermEnum: void <init>()> r0.currentTerm = varReplacer2464,r0 (FilteredTermEnum.<init>));BackwardQuery: (<org.apache.lucene.search.FilteredTermEnum: boolean next()> r0.currentTerm = varReplacer2449,r0 (FilteredTermEnum.next));true;128;false;true;261;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: boolean jj_scan_token(int)> $r11 = r0.jj_scanpos,r0 (QueryParser.jj_scan_token));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: boolean jj_2_1(int)> r0.jj_scanpos = $r2,r0 (QueryParser.jj_2_1));true;-1;true;true;300;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)> r0.jj_gen = varReplacer1799,r0 (QueryParser.<init>));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $i9 = r0.jj_gen,r0 (QueryParser.Term));true;574;false;true;448;false;true;0;false
BackwardQuery: (<org.apache.lucene.index.SegmentInfos: void write(org.apache.lucene.store.Directory)> $i2 = r0.counter,r0 (SegmentInfos.write));BackwardQuery: (<org.apache.lucene.index.SegmentInfos: void <init>()> r0.counter = varReplacer1306,r0 (SegmentInfos.<init>));false;31;false;true;441;false;true;3;false
BackwardQuery: (<org.apache.lucene.analysis.standard.ParseException: java.lang.String getMessage()> $r34 = r74.image,r74 (ParseException.getMessage));BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: org.apache.lucene.analysis.standard.Token jjFillToken()> r1.image = $r10,r1 (StandardTokenizerTokenManager.jjFillToken));false;1;false;true;-1;true;true;7;false
BackwardQuery: (<org.apache.lucene.search.PhraseScorer: boolean next()> r0.more = $z2,r0 (PhraseScorer.next));BackwardQuery: (<org.apache.lucene.search.PhraseScorer: void init()> $z0 = r0.more,r0 (PhraseScorer.init));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token jjFillToken()> r1.image = $r10,r1 (QueryParserTokenManager.jjFillToken));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $r97 = r93.image,r93 (QueryParser.Term));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: int jjMoveNfa_0(int,int)> $c132 = r0.curChar,r0 (StandardTokenizerTokenManager.jjMoveNfa_0));BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: org.apache.lucene.analysis.standard.Token getNextToken()> r0.curChar = $c0,r0 (StandardTokenizerTokenManager.getNextToken));true;-1;true;false;270;false;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token getNextToken()> r0.curChar = $c25,r0 (QueryParserTokenManager.getNextToken));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveStringLiteralDfa1_1(long)> $c2 = r0.curChar,r0 (QueryParserTokenManager.jjMoveStringLiteralDfa1_1));true;-1;true;true;278;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.Hits: org.apache.lucene.search.HitDoc hitDoc(int)> $r2 = r0.hitDocs,r0 (Hits.hitDoc));BackwardQuery: (<org.apache.lucene.search.Hits: void <init>(org.apache.lucene.search.Searcher,org.apache.lucene.search.Query,org.apache.lucene.search.Filter)> r0.hitDocs = $r4,r0 (Hits.<init>));false;5;false;true;266;false;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token jjFillToken()> $i0 = r0.jjmatchedKind,r0 (QueryParserTokenManager.jjFillToken));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token getNextToken()> r0.jjmatchedKind = varReplacer2227,r0 (QueryParserTokenManager.getNextToken));true;-1;true;true;280;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.FuzzyQuery$ScoreTerm: void <init>(org.apache.lucene.index.Term,float)> r0.score = f0,r0 (FuzzyQuery$ScoreTerm.<init>));BackwardQuery: (<org.apache.lucene.search.FuzzyQuery$ScoreTermQueue: boolean lessThan(java.lang.Object,java.lang.Object)> $f2 = r4.score,r4 (FuzzyQuery$ScoreTermQueue.lessThan));true;-1;true;true;-1;true;true;2;false
BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean next()> $r2 = r0.freqs,r0 (TermScorer.next));BackwardQuery: (<org.apache.lucene.search.TermScorer: void <init>(org.apache.lucene.search.Weight,org.apache.lucene.index.TermDocs,org.apache.lucene.search.Similarity,byte[])> r0.freqs = $r6,r0 (TermScorer.<init>));true;-1;true;true;-1;true;true;2;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_2(int,int)> r0.jjnewStateCnt = i33,r0 (QueryParserTokenManager.jjMoveNfa_2));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: void jjAddStates(int,int)> $i1 = r0.jjnewStateCnt,r0 (QueryParserTokenManager.jjAddStates));true;-1;true;true;279;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)> r0.token_source = $r9,r0 (QueryParser.<init>));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: boolean jj_scan_token(int)> $r13 = r0.token_source,r0 (QueryParser.jj_scan_token));true;869;false;true;283;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> r89.image = $r50,r89 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $r56 = r90.image,r90 (QueryParser.Term));true;-1;true;true;-1;true;true;259;false
BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean score(org.apache.lucene.search.HitCollector,int)> $i2 = r0.doc,r0 (TermScorer.score));BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean next()> r0.doc = varReplacer3091,r0 (TermScorer.next));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token getNextToken()> r0.curChar = $c25,r0 (QueryParserTokenManager.getNextToken));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_2(int,int)> $c31 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_2));true;-1;true;true;277;false;true;0;false
BackwardQuery: (<org.apache.lucene.index.MultipleTermPositions: void <init>(org.apache.lucene.index.IndexReader,org.apache.lucene.index.Term[])> r0._termPositionsQueue = $r5,r0 (MultipleTermPositions.<init>));BackwardQuery: (<org.apache.lucene.index.MultipleTermPositions: boolean next()> $r2 = r0._termPositionsQueue,r0 (MultipleTermPositions.next));true;-1;true;true;-1;true;true;5;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: void ReInit(org.apache.lucene.queryParser.CharStream)> r0.jj_ntk = varReplacer1336,r0 (QueryParser.ReInit));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $i0 = r0.jj_ntk,r0 (QueryParser.Term));true;616;false;true;266;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> r0.curChar = $c18,r0 (QueryParserTokenManager.jjMoveNfa_3));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_2(int,int)> $c8 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_2));true;-1;true;true;282;false;true;1;false
BackwardQuery: (<org.apache.lucene.search.DisjunctionSumScorer: boolean advanceAfterCurrent()> r0.currentScore = $f3,r0 (DisjunctionSumScorer.advanceAfterCurrent));BackwardQuery: (<org.apache.lucene.search.DisjunctionSumScorer: float score()> $f0 = r0.currentScore,r0 (DisjunctionSumScorer.score));true;-1;true;true;-1;true;true;2;false
BackwardQuery: (<org.apache.lucene.search.ReqExclScorer: boolean skipTo(int)> $r4 = r0.exclScorer,r0 (ReqExclScorer.skipTo));BackwardQuery: (<org.apache.lucene.search.ReqExclScorer: boolean next()> r0.exclScorer = varReplacer3175,r0 (ReqExclScorer.next));true;-1;true;true;-1;true;true;33;false
BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: int jjMoveNfa_0(int,int)> $r7 = r0.jjstateSet,r0 (StandardTokenizerTokenManager.jjMoveNfa_0));BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: void <init>(org.apache.lucene.analysis.standard.CharStream)> r0.jjstateSet = $r4,r0 (StandardTokenizerTokenManager.<init>));true;-1;true;false;573;false;true;-1;true
BackwardQuery: (<org.apache.lucene.search.BooleanScorer: boolean next()> $r10.first = $r9,$r10 (BooleanScorer.next));BackwardQuery: (<org.apache.lucene.search.BooleanScorer: boolean score(org.apache.lucene.search.HitCollector,int)> $r27 = $r26.first,$r26 (BooleanScorer.score));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Clause(java.lang.String)> $i2 = r0.jj_gen,r0 (QueryParser.Clause));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)> r0.jj_gen = varReplacer1799,r0 (QueryParser.<init>));true;671;false;true;266;false;true;5;false
BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizer: int jj_ntk()> $i1 = $r6.kind,$r6 (StandardTokenizer.jj_ntk));BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: org.apache.lucene.analysis.standard.Token jjFillToken()> r1.kind = $i1,r1 (StandardTokenizerTokenManager.jjFillToken));true;33;false;true;266;false;true;0;false
BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizer: int jj_ntk()> $r1 = r0.token,r0 (StandardTokenizer.jj_ntk));BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizer: org.apache.lucene.analysis.standard.Token jj_consume_token(int)> r0.token = $r11,r0 (StandardTokenizer.jj_consume_token));true;387;false;false;269;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $r49 = r89.image,r89 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> r91.image = $r25,r91 (QueryParser.Term));true;-1;true;true;-1;true;true;260;false
BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean score(org.apache.lucene.search.HitCollector,int)> r0.pointer = $i9,r0 (TermScorer.score));BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean skipTo(int)> r0.pointer = $i2,r0 (TermScorer.skipTo));true;-1;true;true;-1;true;true;4;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token getNextToken()> r0.curChar = $c25,r0 (QueryParserTokenManager.getNextToken));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_1(int,int)> $c9 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_1));true;-1;true;true;275;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.PhrasePositions: void firstPosition()> r0.count = $i0,r0 (PhrasePositions.firstPosition));BackwardQuery: (<org.apache.lucene.search.PhrasePositions: boolean nextPosition()> r0.count = $i1,r0 (PhrasePositions.nextPosition));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.FastCharStream: char readChar()> r0.bufferPosition = $i3,r0 (FastCharStream.readChar));BackwardQuery: (<org.apache.lucene.queryParser.FastCharStream: char BeginToken()> $i0 = r0.bufferPosition,r0 (FastCharStream.BeginToken));true;-1;true;true;505;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> $i32 = r0.jjnewStateCnt,r0 (QueryParserTokenManager.jjMoveNfa_3));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_2(int,int)> r0.jjnewStateCnt = varReplacer2369,r0 (QueryParserTokenManager.jjMoveNfa_2));true;-1;true;true;277;false;true;1;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_3(int,int)> $c117 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_3));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_0(int,int)> r0.curChar = $c18,r0 (QueryParserTokenManager.jjMoveNfa_0));true;-1;true;true;279;false;true;1;false
BackwardQuery: (<org.apache.lucene.search.PhraseScorer: void pqToList()> r0.first = r1,r0 (PhraseScorer.pqToList));BackwardQuery: (<org.apache.lucene.search.ExactPhraseScorer: float phraseFreq()> $r3 = r0.first,r0 (ExactPhraseScorer.phraseFreq));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $i0 = r0.jj_ntk,r0 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.queryParser.Token jj_consume_token(int)> r0.jj_ntk = varReplacer1366,r0 (QueryParser.jj_consume_token));true;-1;true;true;266;false;true;0;false
BackwardQuery: (<org.apache.lucene.index.MultiTermDocs: int read(int[],int[])> $r4 = r0.readers,r0 (MultiTermDocs.read));BackwardQuery: (<org.apache.lucene.index.MultiTermDocs: void <init>(org.apache.lucene.index.IndexReader[],int[])> r0.readers = r1,r0 (MultiTermDocs.<init>));true;-1;true;true;-1;true;true;141;false
BackwardQuery: (<org.apache.lucene.index.IndexReader: org.apache.lucene.store.Directory access$000(org.apache.lucene.index.IndexReader)> $r1 = r0.directory,r0 (IndexReader.access$000));BackwardQuery: (<org.apache.lucene.index.IndexReader: void <init>(org.apache.lucene.store.Directory)> r0.directory = r1,r0 (IndexReader.<init>));false;25;false;true;368;false;true;2;false
BackwardQuery: (<org.apache.lucene.search.PhraseScorer: boolean skipTo(int)> r0.more = $z3,r0 (PhraseScorer.skipTo));BackwardQuery: (<org.apache.lucene.search.PhraseScorer: void <init>(org.apache.lucene.search.Weight,org.apache.lucene.index.TermPositions[],int[],org.apache.lucene.search.Similarity,byte[])> r0.more = varReplacer3206,r0 (PhraseScorer.<init>));true;-1;true;true;-1;true;true;30;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Clause(java.lang.String)> $i4 = r0.jj_ntk,r0 (QueryParser.Clause));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.queryParser.Token jj_consume_token(int)> r0.jj_ntk = varReplacer1366,r0 (QueryParser.jj_consume_token));true;-1;true;true;266;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.FuzzyQuery: org.apache.lucene.search.Query rewrite(org.apache.lucene.index.IndexReader)> $f1 = r18.score,r18 (FuzzyQuery.rewrite));BackwardQuery: (<org.apache.lucene.search.FuzzyQuery$ScoreTerm: void <init>(org.apache.lucene.index.Term,float)> r0.score = f0,r0 (FuzzyQuery$ScoreTerm.<init>));true;-1;true;true;-1;true;true;16;false
BackwardQuery: (<org.apache.lucene.queryParser.FastCharStream: void backup(int)> r0.bufferPosition = $i2,r0 (FastCharStream.backup));BackwardQuery: (<org.apache.lucene.queryParser.FastCharStream: char readChar()> r0.bufferPosition = $i3,r0 (FastCharStream.readChar));true;-1;true;true;801;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjMoveNfa_2(int,int)> $c23 = r0.curChar,r0 (QueryParserTokenManager.jjMoveNfa_2));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjStartNfaWithStates_2(int,int,int)> r0.curChar = $c3,r0 (QueryParserTokenManager.jjStartNfaWithStates_2));true;-1;true;true;320;false;true;0;false
BackwardQuery: (<org.apache.lucene.analysis.standard.FastCharStream: java.lang.String GetImage()> $i3 = r0.tokenStart,r0 (FastCharStream.GetImage));BackwardQuery: (<org.apache.lucene.analysis.standard.FastCharStream: void <init>(java.io.Reader)> r0.tokenStart = varReplacer2211,r0 (FastCharStream.<init>));true;-1;true;false;278;false;true;348;false
BackwardQuery: (<dacapo.lusearch.LusearchHarness: void iterate(java.lang.String)> r0.completed = varReplacer517,r0 (LusearchHarness.iterate));BackwardQuery: (<dacapo.lusearch.LusearchHarness$QueryThread: void runQuery()> $i6 = $r17.completed,$r17 (LusearchHarness$QueryThread.runQuery));false;43;false;true;267;false;false;5;false
BackwardQuery: (<org.apache.lucene.search.BooleanScorer: boolean score(org.apache.lucene.search.HitCollector,int)> $r5 = $r4.first,$r4 (BooleanScorer.score));BackwardQuery: (<org.apache.lucene.search.BooleanScorer: boolean score(org.apache.lucene.search.HitCollector,int)> $r29.first = varReplacer3100,$r29 (BooleanScorer.score));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjStopAtPos(int,int)> r0.jjmatchedKind = i1,r0 (QueryParserTokenManager.jjStopAtPos));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token getNextToken()> $i11 = r0.jjmatchedKind,r0 (QueryParserTokenManager.getNextToken));true;-1;true;true;277;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean score(org.apache.lucene.search.HitCollector,int)> $i7 = r0.doc,r0 (TermScorer.score));BackwardQuery: (<org.apache.lucene.search.TermScorer: boolean next()> r0.doc = varReplacer3091,r0 (TermScorer.next));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.index.Term: int hashCode()> $r1 = r0.field,r0 (Term.hashCode));BackwardQuery: (<org.apache.lucene.index.Term: void <init>(java.lang.String,java.lang.String,boolean)> r0.field = $r4,r0 (Term.<init>));true;-1;true;true;-1;true;true;5;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token jjFillToken()> r1.image = $r10,r1 (QueryParserTokenManager.jjFillToken));BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $r29 = r91.image,r91 (QueryParser.Term));true;-1;true;true;-1;true;true;1;false
BackwardQuery: (<org.apache.lucene.search.FieldSortedHitQueue$2: int compare(org.apache.lucene.search.ScoreDoc,org.apache.lucene.search.ScoreDoc)> $r4 = r0.val$fieldOrder,r0 (FieldSortedHitQueue$2.compare));BackwardQuery: (<org.apache.lucene.search.FieldSortedHitQueue$2: void <init>(float[])> r0.val$fieldOrder = r1,r0 (FieldSortedHitQueue$2.<init>));true;-1;true;true;-1;true;true;-1;true
BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: void jjCheckNAdd(int)> $r3 = r0.jjrounds,r0 (StandardTokenizerTokenManager.jjCheckNAdd));BackwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizerTokenManager: void <init>(org.apache.lucene.analysis.standard.CharStream)> r0.jjrounds = $r3,r0 (StandardTokenizerTokenManager.<init>));true;-1;true;false;256;false;true;-1;true
BackwardQuery: (<org.apache.lucene.analysis.TokenFilter: void <init>(org.apache.lucene.analysis.TokenStream)> r0.input = r1,r0 (TokenFilter.<init>));BackwardQuery: (<org.apache.lucene.analysis.StopFilter: org.apache.lucene.analysis.Token next()> $r2 = r0.input,r0 (StopFilter.next));true;104;false;true;259;false;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: int jjStopAtPos(int,int)> r0.jjmatchedKind = i1,r0 (QueryParserTokenManager.jjStopAtPos));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token getNextToken()> $i13 = r0.jjmatchedKind,r0 (QueryParserTokenManager.getNextToken));true;-1;true;true;277;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.PhrasePositions: boolean skipTo(int)> r0.doc = varReplacer3709,r0 (PhrasePositions.skipTo));BackwardQuery: (<org.apache.lucene.search.PhraseScorer: boolean doNext()> $i2 = $r2.doc,$r2 (PhraseScorer.doNext));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Term(java.lang.String)> $i30 = r89.kind,r89 (QueryParser.Term));BackwardQuery: (<org.apache.lucene.queryParser.QueryParserTokenManager: org.apache.lucene.queryParser.Token jjFillToken()> r1.kind = $i1,r1 (QueryParserTokenManager.jjFillToken));true;-1;true;true;-1;true;true;4;false
BackwardQuery: (<org.apache.lucene.search.PhraseQuery: void <init>()> r0.slop = varReplacer1451,r0 (PhraseQuery.<init>));BackwardQuery: (<org.apache.lucene.search.PhraseQuery: void setSlop(int)> r0.slop = i0,r0 (PhraseQuery.setSlop));true;-1;true;true;266;false;true;0;false
BackwardQuery: (<org.apache.lucene.search.PhraseScorer: void pqToList()> r0.first = r1,r0 (PhraseScorer.pqToList));BackwardQuery: (<org.apache.lucene.search.PhraseScorer: boolean doNext()> $r5 = r0.first,r0 (PhraseScorer.doNext));true;-1;true;true;-1;true;true;0;false
BackwardQuery: (<org.apache.lucene.search.Hits: void addToFront(org.apache.lucene.search.HitDoc)> r0.last = r1,r0 (Hits.addToFront));BackwardQuery: (<org.apache.lucene.search.Hits: org.apache.lucene.document.Document doc(int)> $r7 = r0.last,r0 (Hits.doc));false;6;false;true;266;false;true;0;false
