Analysis;Rule;Seed;SeedStatement;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;VisitedMethod;ReachableMethods;CallRecursion;FieldLoop;MaxAccessPath;MaxMemory
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.optimize.Main: void editClass(java.lang.String)> $r15 = new PrintStream,$r15 (Main.editClass) Value: new java.io.PrintStream);$r15 = new java.io.PrintStream;<EDU.purdue.cs.bloat.optimize.Main: void editClass(java.lang.String)>;EDU.purdue.cs.bloat.optimize.Main;true;false;45;140;10;4467;false;false;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.trans.ValueFolding: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)> $r13 = new PrintWriter,$r13 (ValueFolding.transform) Value: new java.io.PrintWriter);$r13 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.trans.ValueFolding: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)>;EDU.purdue.cs.bloat.trans.ValueFolding;false;true;600659;40822;808;4467;true;true;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.file.ClassFile: void print(java.io.PrintStream)> $r2 = new PrintWriter,$r2 (ClassFile.print) Value: new java.io.PrintWriter);$r2 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.file.ClassFile: void print(java.io.PrintStream)>;EDU.purdue.cs.bloat.file.ClassFile;false;false;836;394;14;4467;true;false;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.context.CachingBloatContext: java.lang.String toString()> $r4 = new PrintWriter,$r4 (CachingBloatContext.toString) Value: new java.io.PrintWriter);$r4 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.context.CachingBloatContext: java.lang.String toString()>;EDU.purdue.cs.bloat.context.CachingBloatContext;false;false;1886;937;12;4467;true;false;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.trans.ValueNumbering: void <init>()> $r1 = new PrintWriter,$r1 (ValueNumbering.<init>) Value: new java.io.PrintWriter);$r1 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.trans.ValueNumbering: void <init>()>;EDU.purdue.cs.bloat.trans.ValueNumbering;false;true;606748;85234;1312;4467;true;true;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.trans.ValueFolding: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)> $r11 = new PrintWriter,$r11 (ValueFolding.transform) Value: new java.io.PrintWriter);$r11 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.trans.ValueFolding: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)>;EDU.purdue.cs.bloat.trans.ValueFolding;false;false;106624;39428;801;4467;true;true;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.tree.PrintVisitor: void <init>(java.io.PrintStream)> $r2 = new PrintWriter,$r2 (PrintVisitor.<init>) Value: new java.io.PrintWriter);$r2 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.tree.PrintVisitor: void <init>(java.io.PrintStream)>;EDU.purdue.cs.bloat.tree.PrintVisitor;false;false;150664;5182;754;4467;true;false;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.trans.ValueNumbering: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)> $r19 = new PrintWriter,$r19 (ValueNumbering.transform) Value: new java.io.PrintWriter);$r19 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.trans.ValueNumbering: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)>;EDU.purdue.cs.bloat.trans.ValueNumbering;false;false;1223362;73520;1084;4467;true;true;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.cfg.FlowGraph: void printGraph(java.io.PrintStream)> $r2 = new PrintWriter,$r2 (FlowGraph.printGraph) Value: new java.io.PrintWriter);$r2 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.cfg.FlowGraph: void printGraph(java.io.PrintStream)>;EDU.purdue.cs.bloat.cfg.FlowGraph;false;true;600283;34675;824;4467;true;true;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.tree.PrintVisitor: void <init>(java.io.Writer)> $r2 = new PrintWriter,$r2 (PrintVisitor.<init>) Value: new java.io.PrintWriter);$r2 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.tree.PrintVisitor: void <init>(java.io.Writer)>;EDU.purdue.cs.bloat.tree.PrintVisitor;false;false;175147;28218;799;4467;true;true;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.trans.ValueNumbering: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)> $r22 = new PrintWriter,$r22 (ValueNumbering.transform) Value: new java.io.PrintWriter);$r22 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.trans.ValueNumbering: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)>;EDU.purdue.cs.bloat.trans.ValueNumbering;false;false;90975;3057;742;4467;true;false;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.trans.ValueNumbering: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)> $r32 = new PrintWriter,$r32 (ValueNumbering.transform) Value: new java.io.PrintWriter);$r32 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.trans.ValueNumbering: void transform(EDU.purdue.cs.bloat.cfg.FlowGraph)>;EDU.purdue.cs.bloat.trans.ValueNumbering;false;false;161;356;14;4467;true;false;0;0;
ideal;IO;ForwardQuery: (<dacapo.Benchmark: void enableValidationReport(java.lang.String)> $r2 = new PrintWriter,$r2 (Benchmark.enableValidationReport) Value: new java.io.PrintWriter);$r2 = new java.io.PrintWriter;<dacapo.Benchmark: void enableValidationReport(java.lang.String)>;dacapo.Benchmark;false;false;20;79;6;4467;false;false;0;0;
ideal;IO;ForwardQuery: (<EDU.purdue.cs.bloat.cfg.FlowGraph: void print(java.io.PrintStream)> $r2 = new PrintWriter,$r2 (FlowGraph.print) Value: new java.io.PrintWriter);$r2 = new java.io.PrintWriter;<EDU.purdue.cs.bloat.cfg.FlowGraph: void print(java.io.PrintStream)>;EDU.purdue.cs.bloat.cfg.FlowGraph;false;false;513883;33840;809;4467;true;true;0;0;
