Analysis;Rule;Seed;SeedStatement;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;VisitedMethod;ReachableMethods;CallRecursion;FieldLoop;MaxAccessPath;MaxMemory
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.search.BooleanQuery$BooleanWeight: void <init>(org.apache.lucene.search.BooleanQuery,org.apache.lucene.search.Searcher)> $r4 = new Vector,$r4 (BooleanQuery$BooleanWeight.<init>) Value: new java.util.Vector);$r4 = new java.util.Vector;<org.apache.lucene.search.BooleanQuery$BooleanWeight: void <init>(org.apache.lucene.search.BooleanQuery,org.apache.lucene.search.Searcher)>;org.apache.lucene.search.BooleanQuery$BooleanWeight;false;true;986663;15736;211;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)> $r7 = new Vector,$r7 (QueryParser.<init>) Value: new java.util.Vector);$r7 = new java.util.Vector;<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)>;org.apache.lucene.queryParser.QueryParser;true;false;4351;3653;51;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)> $r7 = new Vector,$r7 (QueryParser.<init>) Value: new java.util.Vector);$r7 = new java.util.Vector;<org.apache.lucene.queryParser.QueryParser: void <init>(org.apache.lucene.queryParser.CharStream)>;org.apache.lucene.queryParser.QueryParser;true;false;4353;3653;51;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.search.MultiPhraseQuery: void <init>()> $r2 = new Vector,$r2 (MultiPhraseQuery.<init>) Value: new java.util.Vector);$r2 = new java.util.Vector;<org.apache.lucene.search.MultiPhraseQuery: void <init>()>;org.apache.lucene.search.MultiPhraseQuery;true;true;619499;25608;335;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.search.Hits: void <init>(org.apache.lucene.search.Searcher,org.apache.lucene.search.Query,org.apache.lucene.search.Filter)> $r4 = new Vector,$r4 (Hits.<init>) Value: new java.util.Vector);$r4 = new java.util.Vector;<org.apache.lucene.search.Hits: void <init>(org.apache.lucene.search.Searcher,org.apache.lucene.search.Query,org.apache.lucene.search.Filter)>;org.apache.lucene.search.Hits;false;false;294;1048;23;2514;false;false;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.search.Hits: void <init>(org.apache.lucene.search.Searcher,org.apache.lucene.search.Query,org.apache.lucene.search.Filter)> $r4 = new Vector,$r4 (Hits.<init>) Value: new java.util.Vector);$r4 = new java.util.Vector;<org.apache.lucene.search.Hits: void <init>(org.apache.lucene.search.Searcher,org.apache.lucene.search.Query,org.apache.lucene.search.Filter)>;org.apache.lucene.search.Hits;false;false;295;1048;23;2514;false;false;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.search.PhraseQuery: void <init>()> $r2 = new Vector,$r2 (PhraseQuery.<init>) Value: new java.util.Vector);$r2 = new java.util.Vector;<org.apache.lucene.search.PhraseQuery: void <init>()>;org.apache.lucene.search.PhraseQuery;true;true;600153;25608;335;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizer: void <init>(org.apache.lucene.analysis.standard.CharStream)> $r3 = new Vector,$r3 (StandardTokenizer.<init>) Value: new java.util.Vector);$r3 = new java.util.Vector;<org.apache.lucene.analysis.standard.StandardTokenizer: void <init>(org.apache.lucene.analysis.standard.CharStream)>;org.apache.lucene.analysis.standard.StandardTokenizer;true;false;729;1691;34;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.analysis.standard.StandardTokenizer: void <init>(org.apache.lucene.analysis.standard.CharStream)> $r3 = new Vector,$r3 (StandardTokenizer.<init>) Value: new java.util.Vector);$r3 = new java.util.Vector;<org.apache.lucene.analysis.standard.StandardTokenizer: void <init>(org.apache.lucene.analysis.standard.CharStream)>;org.apache.lucene.analysis.standard.StandardTokenizer;true;false;731;1691;34;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Query(java.lang.String)> $r3 = new Vector,$r3 (QueryParser.Query) Value: new java.util.Vector);$r3 = new java.util.Vector;<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Query(java.lang.String)>;org.apache.lucene.queryParser.QueryParser;true;false;261;528;17;2514;true;false;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Query(java.lang.String)> $r3 = new Vector,$r3 (QueryParser.Query) Value: new java.util.Vector);$r3 = new java.util.Vector;<org.apache.lucene.queryParser.QueryParser: org.apache.lucene.search.Query Query(java.lang.String)>;org.apache.lucene.queryParser.QueryParser;true;false;261;528;17;2514;true;false;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.index.IndexReader$1: java.lang.Object doBody()> $r3 = new SegmentInfos,$r3 (IndexReader$1.doBody) Value: new org.apache.lucene.index.SegmentInfos);$r3 = new org.apache.lucene.index.SegmentInfos;<org.apache.lucene.index.IndexReader$1: java.lang.Object doBody()>;org.apache.lucene.index.IndexReader$1;true;false;10619;8073;167;2514;true;true;0;0;
ideal;EmptyVector;ForwardQuery: (<org.apache.lucene.index.IndexReader$1: java.lang.Object doBody()> $r3 = new SegmentInfos,$r3 (IndexReader$1.doBody) Value: new org.apache.lucene.index.SegmentInfos);$r3 = new org.apache.lucene.index.SegmentInfos;<org.apache.lucene.index.IndexReader$1: java.lang.Object doBody()>;org.apache.lucene.index.IndexReader$1;true;false;10625;8073;167;2514;true;true;0;0;
