Analysis;Rule;Seed;SeedStatement;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;Phase1Time;Phase2Time;VisitedMethod;ReachableMethods;MaxAccessPath
fink-unique;EmptyVector;SITE_IN_NODE{< Application, Ldacapo/antlr/AntlrHarness, iterate(Ljava/lang/String,)V >:NEW <Application,Ljava/util/Vector>@17 in Everywhere};com.ibm.wala.util.collections.NonNullSingletonIterator@78d23d6a;<dacapo.antlr.AntlrHarness: void iterate(java.lang.String)>;dacapo.antlr.AntlrHarness;false;false;11574;220126;0;0;2053;2799;0;
fink-unique;EmptyVector;SITE_IN_NODE{< Application, Lantlr/CSharpCodeGenerator, genBody(Lantlr/ParserGrammar,)V >:NEW <Application,Ljava/util/Vector>@1248 in Everywhere};com.ibm.wala.util.collections.NonNullSingletonIterator@4b41587d;<antlr.CSharpCodeGenerator: void genBody(antlr.ParserGrammar)>;antlr.CSharpCodeGenerator;false;false;6668;231403;0;0;2205;2799;0;
fink-unique;EmptyVector;SITE_IN_NODE{< Application, Lantlr/NameSpace, <init>(Ljava/lang/String,)V >:NEW <Application,Ljava/util/Vector>@5 in Everywhere};com.ibm.wala.util.collections.NonNullSingletonIterator@4a642e4b;<antlr.NameSpace: void <init>(java.lang.String)>;antlr.NameSpace;false;false;9069;353645;0;0;2205;2799;0;
fink-unique;EmptyVector;SITE_IN_NODE{< Application, Lantlr/CSharpCodeGenerator, genBody(Lantlr/TreeWalkerGrammar,)V >:NEW <Application,Ljava/util/Vector>@650 in Everywhere};com.ibm.wala.util.collections.NonNullSingletonIterator@7e5efcab;<antlr.CSharpCodeGenerator: void genBody(antlr.TreeWalkerGrammar)>;antlr.CSharpCodeGenerator;false;false;6405;231251;0;0;2205;2799;0;
