Analysis;Rule;Seed;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;Phase1Time;Phase2Time;VisitedMethod;ReachableMethods;
ideal;IO;ForwardQuery: (org.hsqldb.persist.TextCache.initBuffers $r14.<init>($r18,$r17,$r16,0,$r15),$r14 (TextCache.initBuffers) Value: specialinvoke $r14.<org.hsqldb.rowio.RowOutputText: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>($r18, $r17, $r16, 0, $r15));<org.hsqldb.persist.TextCache: void initBuffers()>;org.hsqldb.persist.TextCache;false;false;6;24;1;1;7;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputBinary.<init> r0.<init>(r1),r0 (RowOutputBinary.<init>) Value: specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>(byte[])>(r1));<org.hsqldb.rowio.RowOutputBinary: void <init>(byte[])>;org.hsqldb.rowio.RowOutputBinary;false;false;3417;10918;2115;1614;322;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.FileUtil.openOutputStreamElement $r2.<init>($r3),$r2 (FileUtil.openOutputStreamElement) Value: specialinvoke $r2.<java.io.FileOutputStream: void <init>(java.io.File)>($r3));<org.hsqldb.lib.FileUtil: java.io.OutputStream openOutputStreamElement(java.lang.String)>;org.hsqldb.lib.FileUtil;true;false;19157;3410;10065;16332;176;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.ZipUnzipFile.compressFile $r4.<init>($r5,$r6,65536),$r4 (ZipUnzipFile.compressFile) Value: specialinvoke $r4.<java.util.zip.DeflaterOutputStream: void <init>(java.io.OutputStream,java.util.zip.Deflater,int)>($r5, $r6, 65536));<org.hsqldb.lib.ZipUnzipFile: void compressFile(java.lang.String,java.lang.String,org.hsqldb.lib.FileAccess)>;org.hsqldb.lib.ZipUnzipFile;false;false;49;150;44;2;11;5923;
ideal;IO;ForwardQuery: (org.hsqldb.persist.DataFileDefrag.process $r17.<init>(r72,4096),$r17 (DataFileDefrag.process) Value: specialinvoke $r17.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream,int)>(r72, 4096));<org.hsqldb.persist.DataFileDefrag: void process()>;org.hsqldb.persist.DataFileDefrag;false;false;199;610;125;19;15;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.HsqlByteArrayOutputStream.<init> r0.<init>(),r0 (HsqlByteArrayOutputStream.<init>) Value: specialinvoke r0.<java.io.OutputStream: void <init>()>());<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(byte[])>;org.hsqldb.lib.HsqlByteArrayOutputStream;false;false;4955;11339;2750;1822;322;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputBase.<init> r0.<init>(r1),r0 (RowOutputBase.<init>) Value: specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(byte[])>(r1));<org.hsqldb.rowio.RowOutputBase: void <init>(byte[])>;org.hsqldb.rowio.RowOutputBase;false;false;4611;11339;3196;1986;322;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputTextLog.<init> r0.<init>(),r0 (RowOutputTextLog.<init>) Value: specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>()>());<org.hsqldb.rowio.RowOutputTextLog: void <init>()>;org.hsqldb.rowio.RowOutputTextLog;false;false;4233;2177;2055;3392;158;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputBinary.<init> r0.<init>(i0),r0 (RowOutputBinary.<init>) Value: specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>(int)>(i0));<org.hsqldb.rowio.RowOutputBinary: void <init>(int)>;org.hsqldb.rowio.RowOutputBinary;false;false;9;172;3;3;9;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.HsqlByteArrayOutputStream.<init> r0.<init>(128),r0 (HsqlByteArrayOutputStream.<init>) Value: specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(int)>(128));<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>;org.hsqldb.lib.HsqlByteArrayOutputStream;false;true;65167;6770;27987;55831;267;5923;
ideal;IO;ForwardQuery: (org.hsqldb.persist.TextCache.initBuffers $r5.<init>($r9,$r8,$r7,$z2,$r6),$r5 (TextCache.initBuffers) Value: specialinvoke $r5.<org.hsqldb.rowio.RowOutputTextQuoted: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>($r9, $r8, $r7, $z2, $r6));<org.hsqldb.persist.TextCache: void initBuffers()>;org.hsqldb.persist.TextCache;false;false;4;26;1;0;7;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputBase.<init> r0.<init>(i0),r0 (RowOutputBase.<init>) Value: specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(int)>(i0));<org.hsqldb.rowio.RowOutputBase: void <init>(int)>;org.hsqldb.rowio.RowOutputBase;false;false;9;174;3;3;10;5923;
ideal;IO;ForwardQuery: (org.hsqldb.scriptio.ScriptWriterZipped.openFile $r5.<init>(r1,$r6,32768),$r5 (ScriptWriterZipped.openFile) Value: specialinvoke $r5.<java.util.zip.DeflaterOutputStream: void <init>(java.io.OutputStream,java.util.zip.Deflater,int)>(r1, $r6, 32768));<org.hsqldb.scriptio.ScriptWriterZipped: void openFile()>;org.hsqldb.scriptio.ScriptWriterZipped;false;false;1650;1541;787;1523;94;5923;
ideal;IO;ForwardQuery: (org.hsqldb.HSQLClientConnection.openConnection $r5.<init>($r7),$r5 (HSQLClientConnection.openConnection) Value: specialinvoke $r5.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream)>($r7));<org.hsqldb.HSQLClientConnection: void openConnection(java.lang.String,int,boolean)>;org.hsqldb.HSQLClientConnection;false;false;1906;9215;796;970;168;5923;
ideal;IO;ForwardQuery: (org.hsqldb.persist.DataFileCache.initBuffers $r2.<init>(256),$r2 (DataFileCache.initBuffers) Value: specialinvoke $r2.<org.hsqldb.rowio.RowOutputBinary: void <init>(int)>(256));<org.hsqldb.persist.DataFileCache: void initBuffers()>;org.hsqldb.persist.DataFileCache;false;false;11;171;5;4;8;5923;
ideal;IO;ForwardQuery: (org.hsqldb.persist.DataFileDefrag.writeTableToDataFile $r8.<init>(),$r8 (DataFileDefrag.writeTableToDataFile) Value: specialinvoke $r8.<org.hsqldb.rowio.RowOutputBinary: void <init>()>());<org.hsqldb.persist.DataFileDefrag: int[] writeTableToDataFile(org.hsqldb.Table)>;org.hsqldb.persist.DataFileDefrag;false;false;20;289;9;9;7;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputBase.<init> r0.<init>(),r0 (RowOutputBase.<init>) Value: specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>());<org.hsqldb.rowio.RowOutputBase: void <init>()>;org.hsqldb.rowio.RowOutputBase;false;false;10832;3609;5298;8583;186;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.HsqlByteArrayOutputStream.<init> r0.<init>(),r0 (HsqlByteArrayOutputStream.<init>) Value: specialinvoke r0.<java.io.OutputStream: void <init>()>());<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(int)>;org.hsqldb.lib.HsqlByteArrayOutputStream;false;true;39215;6583;26617;36483;261;5923;
ideal;IO;ForwardQuery: (org.hsqldb.scriptio.ScriptWriterBase.openFile $r5.<init>(r1,8192),$r5 (ScriptWriterBase.openFile) Value: specialinvoke $r5.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream,int)>(r1, 8192));<org.hsqldb.scriptio.ScriptWriterBase: void openFile()>;org.hsqldb.scriptio.ScriptWriterBase;false;false;1959;1496;651;1841;92;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputTextQuoted.<init> r0.<init>(r1,r2,r3,z0,r4),r0 (RowOutputTextQuoted.<init>) Value: specialinvoke r0.<org.hsqldb.rowio.RowOutputText: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>(r1, r2, r3, z0, r4));<org.hsqldb.rowio.RowOutputTextQuoted: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>;org.hsqldb.rowio.RowOutputTextQuoted;false;false;5;27;1;1;8;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputText.<init> r0.<init>(),r0 (RowOutputText.<init>) Value: specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>()>());<org.hsqldb.rowio.RowOutputText: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>;org.hsqldb.rowio.RowOutputText;false;false;7;62;2;2;11;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.InOutUtil.serialize $r4.<init>(r1),$r4 (InOutUtil.serialize) Value: specialinvoke $r4.<java.io.ObjectOutputStream: void <init>(java.io.OutputStream)>(r1));<org.hsqldb.lib.InOutUtil: byte[] serialize(java.io.Serializable)>;org.hsqldb.lib.InOutUtil;false;false;82;880;40;39;32;5923;
ideal;IO;ForwardQuery: (org.hsqldb.rowio.RowOutputBinary.<init> r0.<init>(),r0 (RowOutputBinary.<init>) Value: specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>()>());<org.hsqldb.rowio.RowOutputBinary: void <init>()>;org.hsqldb.rowio.RowOutputBinary;false;false;2699;2347;882;2029;162;5923;
ideal;IO;ForwardQuery: (org.hsqldb.HSQLClientConnection.initStructures $r1.<init>($r2),$r1 (HSQLClientConnection.initStructures) Value: specialinvoke $r1.<org.hsqldb.rowio.RowOutputBinary: void <init>(byte[])>($r2));<org.hsqldb.HSQLClientConnection: void initStructures()>;org.hsqldb.HSQLClientConnection;false;false;3007;10918;1668;1358;322;5923;
ideal;IO;ForwardQuery: (org.hsqldb.Trace.getStackTrace $r4.<init>(),$r4 (Trace.getStackTrace) Value: specialinvoke $r4.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>());<org.hsqldb.Trace: java.lang.String getStackTrace()>;org.hsqldb.Trace;false;false;25;37;10;12;6;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.InOutUtil.serialize $r3.<init>(),$r3 (InOutUtil.serialize) Value: specialinvoke $r3.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>());<org.hsqldb.lib.InOutUtil: byte[] serialize(java.io.Serializable)>;org.hsqldb.lib.InOutUtil;false;true;33903;3171;25271;33376;85;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>(byte[])>(r1);<org.hsqldb.rowio.RowOutputBinary: void <init>(byte[])>;org.hsqldb.rowio.RowOutputBinary;false;true;9936;32051;9936;0;298;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.rowio.RowOutputText: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>(r1, r2, r3, z0, r4);<org.hsqldb.rowio.RowOutputTextQuoted: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>;org.hsqldb.rowio.RowOutputTextQuoted;false;true;60050;27;60050;0;5;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>();<org.hsqldb.rowio.RowOutputBase: void <init>()>;org.hsqldb.rowio.RowOutputBase;false;true;7964;5241;7964;0;143;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(int)>(i0);<org.hsqldb.rowio.RowOutputBase: void <init>(int)>;org.hsqldb.rowio.RowOutputBase;false;true;60036;174;60036;0;8;5923;
ideal-ap;IO;$r5 @ specialinvoke $r5.<org.hsqldb.rowio.RowOutputTextQuoted: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>($r9, $r8, $r7, $z2, $r6);<org.hsqldb.persist.TextCache: void initBuffers()>;org.hsqldb.persist.TextCache;false;true;60034;26;60034;0;5;5923;
ideal-ap;IO;$r1 @ specialinvoke $r1.<org.hsqldb.rowio.RowOutputBinary: void <init>(byte[])>($r2);<org.hsqldb.HSQLClientConnection: void initStructures()>;org.hsqldb.HSQLClientConnection;false;true;7768;32050;7768;0;298;5923;
ideal-ap;IO;$r1 @ specialinvoke $r1.<org.hsqldb.rowio.RowOutputBinary: void <init>()>();<org.hsqldb.scriptio.ScriptWriterBinary: void initBuffers()>;org.hsqldb.scriptio.ScriptWriterBinary;false;true;8587;3162;8587;0;131;5923;
ideal-ap;IO;$r5 @ specialinvoke $r5.<java.util.zip.DeflaterOutputStream: void <init>(java.io.OutputStream,java.util.zip.Deflater,int)>(r1, $r6, 32768);<org.hsqldb.scriptio.ScriptWriterZipped: void openFile()>;org.hsqldb.scriptio.ScriptWriterZipped;false;true;2055;1234;2055;0;55;5923;
ideal-ap;IO;$r4 @ specialinvoke $r4.<java.io.ObjectOutputStream: void <init>(java.io.OutputStream)>(r1);<org.hsqldb.lib.InOutUtil: byte[] serialize(java.io.Serializable)>;org.hsqldb.lib.InOutUtil;false;false;224;910;6;218;31;5923;
ideal-ap;IO;$r17 @ specialinvoke $r17.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream,int)>(r72, 4096);<org.hsqldb.persist.DataFileDefrag: void process()>;org.hsqldb.persist.DataFileDefrag;false;false;211;818;46;165;10;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(int)>(128);<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>;org.hsqldb.lib.HsqlByteArrayOutputStream;false;true;1706;11290;1706;0;239;5923;
ideal-ap;IO;$r5 @ specialinvoke $r5.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream,int)>(r1, 8192);<org.hsqldb.scriptio.ScriptWriterBase: void openFile()>;org.hsqldb.scriptio.ScriptWriterBase;false;true;2434;1234;2434;0;55;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(byte[])>(r1);<org.hsqldb.rowio.RowOutputBase: void <init>(byte[])>;org.hsqldb.rowio.RowOutputBase;false;true;2577;32053;2577;0;299;5923;
ideal-ap;IO;$r8 @ specialinvoke $r8.<org.hsqldb.rowio.RowOutputBinary: void <init>()>();<org.hsqldb.persist.DataFileDefrag: int[] writeTableToDataFile(org.hsqldb.Table)>;org.hsqldb.persist.DataFileDefrag;false;false;132;294;1;131;6;5923;
ideal-ap;IO;$r5 @ specialinvoke $r5.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream)>($r7);<org.hsqldb.HSQLClientConnection: void openConnection(java.lang.String,int,boolean)>;org.hsqldb.HSQLClientConnection;false;true;2133;14605;2133;0;145;5923;
ideal-ap;IO;$r4 @ specialinvoke $r4.<java.util.zip.DeflaterOutputStream: void <init>(java.io.OutputStream,java.util.zip.Deflater,int)>($r5, $r6, 65536);<org.hsqldb.lib.ZipUnzipFile: void compressFile(java.lang.String,java.lang.String,org.hsqldb.lib.FileAccess)>;org.hsqldb.lib.ZipUnzipFile;false;false;162;176;27;135;5;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>()>();<org.hsqldb.rowio.RowOutputBinary: void <init>()>;org.hsqldb.rowio.RowOutputBinary;false;true;1829;3437;1829;0;132;5923;
ideal-ap;IO;$r14 @ specialinvoke $r14.<org.hsqldb.rowio.RowOutputText: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>($r18, $r17, $r16, 0, $r15);<org.hsqldb.persist.TextCache: void initBuffers()>;org.hsqldb.persist.TextCache;false;true;60037;24;60037;0;5;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>()>();<org.hsqldb.rowio.RowOutputText: void <init>(java.lang.String,java.lang.String,java.lang.String,boolean,java.lang.String)>;org.hsqldb.rowio.RowOutputText;false;true;60032;63;60032;0;7;5923;
ideal-ap;IO;$r1 @ specialinvoke $r1.<org.hsqldb.rowio.RowOutputTextLog: void <init>()>();<org.hsqldb.scriptio.ScriptWriterText: void initBuffers()>;org.hsqldb.scriptio.ScriptWriterText;false;true;2472;2896;2472;0;123;5923;
ideal-ap;IO;$r3 @ specialinvoke $r3.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>();<org.hsqldb.lib.InOutUtil: byte[] serialize(java.io.Serializable)>;org.hsqldb.lib.InOutUtil;false;true;60067;5685;60067;0;79;5923;
ideal-ap;IO;$r2 @ specialinvoke $r2.<java.io.FileOutputStream: void <init>(java.io.File)>($r3);<org.hsqldb.lib.FileUtil: java.io.OutputStream openOutputStreamElement(java.lang.String)>;org.hsqldb.lib.FileUtil;false;true;2093;3271;2093;0;112;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>()>();<org.hsqldb.rowio.RowOutputTextLog: void <init>()>;org.hsqldb.rowio.RowOutputTextLog;false;true;2681;2897;2681;0;123;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<java.io.OutputStream: void <init>()>();<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(byte[])>;org.hsqldb.lib.HsqlByteArrayOutputStream;false;true;2805;32055;2805;0;300;5923;
ideal-ap;IO;$r4 @ specialinvoke $r4.<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>()>();<org.hsqldb.Trace: java.lang.String getStackTrace()>;org.hsqldb.Trace;false;true;762;397;762;0;20;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<org.hsqldb.rowio.RowOutputBase: void <init>(int)>(i0);<org.hsqldb.rowio.RowOutputBinary: void <init>(int)>;org.hsqldb.rowio.RowOutputBinary;false;true;60036;172;60036;0;7;5923;
ideal-ap;IO;$r2 @ specialinvoke $r2.<org.hsqldb.rowio.RowOutputBinary: void <init>(int)>(256);<org.hsqldb.persist.DataFileCache: void initBuffers()>;org.hsqldb.persist.DataFileCache;false;true;60034;171;60034;0;7;5923;
ideal-ap;IO;r0 @ specialinvoke r0.<java.io.OutputStream: void <init>()>();<org.hsqldb.lib.HsqlByteArrayOutputStream: void <init>(int)>;org.hsqldb.lib.HsqlByteArrayOutputStream;false;true;2145;11462;2145;0;245;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.SimpleLog.<init> $r3 = new PrintWriter,$r3 (SimpleLog.<init>) Value: new java.io.PrintWriter);<org.hsqldb.lib.SimpleLog: void <init>(java.lang.String,int,boolean)>;org.hsqldb.lib.SimpleLog;false;false;682;286;545;416;19;5923;
ideal;IO;ForwardQuery: (org.hsqldb.lib.SimpleLog.makeLog $r3 = new PrintWriter,$r3 (SimpleLog.makeLog) Value: new java.io.PrintWriter);<org.hsqldb.lib.SimpleLog: void makeLog(java.io.File)>;org.hsqldb.lib.SimpleLog;false;false;349;286;288;243;19;5923;
ideal;IO;ForwardQuery: (org.hsqldb.Trace.getStackTrace $r5 = new PrintWriter,$r5 (Trace.getStackTrace) Value: new java.io.PrintWriter);<org.hsqldb.Trace: java.lang.String getStackTrace()>;org.hsqldb.Trace;false;false;490;372;353;80;23;5923;
ideal-ap;IO;$r5 @ $r5 = new java.io.PrintWriter;<org.hsqldb.Trace: java.lang.String getStackTrace()>;org.hsqldb.Trace;false;true;8937;379;8937;0;20;5923;
ideal-ap;IO;$r3 @ $r3 = new java.io.PrintWriter;<org.hsqldb.lib.SimpleLog: void <init>(java.lang.String,int,boolean)>;org.hsqldb.lib.SimpleLog;false;true;60058;250;60058;0;17;5923;
ideal-ap;IO;$r3 @ $r3 = new java.io.PrintWriter;<org.hsqldb.lib.SimpleLog: void makeLog(java.io.File)>;org.hsqldb.lib.SimpleLog;false;true;60041;237;60041;0;16;5923;
