Analysis;Rule;Seed;SeedStatement;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;Phase1Time;Phase2Time;VisitedMethod;ReachableMethods;MaxAccessPath
ideal;IteratorHasNext;ForwardQuery: (dumpConfiguration $r13.iterator(),r7 (Configuration.dumpConfiguration) Value: interfaceinvoke $r13.<java.util.Set: java.util.Iterator iterator()>());r7 = interfaceinvoke $r13.<java.util.Set: java.util.Iterator iterator()>();<org.apache.fop.configuration.Configuration: void dumpConfiguration()>;org.apache.fop.configuration.Configuration;false;false;35;1;11;0;2;2931;0;
ideal;IteratorHasNext;ForwardQuery: (postIterationCleanup $r5.iterator(),r2 (Benchmark.postIterationCleanup) Value: interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>());r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: void postIterationCleanup(java.lang.String)>;dacapo.Benchmark;false;false;2;1;1;0;2;2931;0;
ideal;IteratorHasNext;ForwardQuery: (dumpConfiguration $r19.iterator(),r37 (Configuration.dumpConfiguration) Value: interfaceinvoke $r19.<java.util.Set: java.util.Iterator iterator()>());r37 = interfaceinvoke $r19.<java.util.Set: java.util.Iterator iterator()>();<org.apache.fop.configuration.Configuration: void dumpConfiguration()>;org.apache.fop.configuration.Configuration;false;false;1;1;0;0;2;2931;0;
ideal;IteratorHasNext;ForwardQuery: (validate $r5.iterator(),r2 (Benchmark.validate) Value: interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>());r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: boolean validate(java.lang.String)>;dacapo.Benchmark;false;false;1;1;0;0;2;2931;0;
