Analysis;Rule;Seed;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;Phase1Time;Phase2Time;VisitedMethod;ReachableMethods;
ideal-ap;IO;$r11 @ specialinvoke $r11.<java.io.BufferedInputStream: void <init>(java.io.InputStream)>(r1);<org.eclipse.osgi.framework.internal.core.Framework: void loadVMProfile()>;org.eclipse.osgi.framework.internal.core.Framework;false;true;7745;1074;7745;0;15;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.<init> $r9.<init>($r11,$r10),$r9 (Benchmark.<init>) Value: specialinvoke $r9.<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>($r11, $r10));<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;false;2670;2257;1589;1054;264;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.unpackZipStream $r13.<init>(r5,2048),$r13 (Benchmark.unpackZipStream) Value: specialinvoke $r13.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream,int)>(r5, 2048));<dacapo.Benchmark: void unpackZipStream(java.io.BufferedInputStream,java.io.File)>;dacapo.Benchmark;false;false;156;170;138;10;11;3055;
ideal;IO;ForwardQuery: (org.eclipse.core.runtime.internal.adaptor.Locker_JavaNio.lock $r3.<init>($r4,1),$r3 (Locker_JavaNio.lock) Value: specialinvoke $r3.<java.io.FileOutputStream: void <init>(java.io.File,boolean)>($r4, 1));<org.eclipse.core.runtime.internal.adaptor.Locker_JavaNio: boolean lock()>;org.eclipse.core.runtime.internal.adaptor.Locker_JavaNio;false;false;539;673;501;26;46;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.unpackZipStream $r12.<init>(r4),$r12 (Benchmark.unpackZipStream) Value: specialinvoke $r12.<java.io.FileOutputStream: void <init>(java.io.File)>(r4));<dacapo.Benchmark: void unpackZipStream(java.io.BufferedInputStream,java.io.File)>;dacapo.Benchmark;false;false;2053;979;1023;33;64;3055;
ideal;IO;ForwardQuery: (org.eclipse.osgi.framework.util.SecureAction$5.run $r1.<init>($r3,$z0),$r1 (SecureAction$5.run) Value: specialinvoke $r1.<java.io.FileOutputStream: void <init>(java.lang.String,boolean)>($r3, $z0));<org.eclipse.osgi.framework.util.SecureAction$5: java.lang.Object run()>;org.eclipse.osgi.framework.util.SecureAction$5;false;false;20;50;10;9;9;3055;
ideal;IO;ForwardQuery: (dacapo.TeeOutputStream.newLog $r2.<init>($r3),$r2 (TeeOutputStream.newLog) Value: specialinvoke $r2.<java.io.FileOutputStream: void <init>(java.io.File)>($r3));<dacapo.TeeOutputStream: void newLog()>;dacapo.TeeOutputStream;false;false;37;81;18;17;15;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.<init> $r12.<init>($r14,$r13),$r12 (Benchmark.<init>) Value: specialinvoke $r12.<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>($r14, $r13));<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;false;45;173;20;24;22;3055;
ideal;IO;ForwardQuery: (dacapo.TeePrintStream.<init> $r3.<init>(r1,r2),$r3 (TeePrintStream.<init>) Value: specialinvoke $r3.<dacapo.TeeOutputStream: void <init>(java.io.OutputStream,java.io.File)>(r1, r2));<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>;dacapo.TeePrintStream;false;false;49;73;23;24;11;3055;
ideal;IO;ForwardQuery: (org.eclipse.osgi.framework.util.SecureAction.getFileOutputStream $r8.<init>($r9,z0),$r8 (SecureAction.getFileOutputStream) Value: specialinvoke $r8.<java.io.FileOutputStream: void <init>(java.lang.String,boolean)>($r9, z0));<org.eclipse.osgi.framework.util.SecureAction: java.io.FileOutputStream getFileOutputStream(java.io.File,boolean)>;org.eclipse.osgi.framework.util.SecureAction;false;false;25;47;12;11;8;3055;
ideal;IO;ForwardQuery: (dacapo.TeeOutputStream.<init> r0.<init>(r1),r0 (TeeOutputStream.<init>) Value: specialinvoke r0.<java.io.FilterOutputStream: void <init>(java.io.OutputStream)>(r1));<dacapo.TeeOutputStream: void <init>(java.io.OutputStream,java.io.File)>;dacapo.TeeOutputStream;false;false;48;88;21;25;13;3055;
ideal;IO;ForwardQuery: (dacapo.TeePrintStream.<init> r0.<init>($r3),r0 (TeePrintStream.<init>) Value: specialinvoke r0.<java.io.PrintStream: void <init>(java.io.OutputStream)>($r3));<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>;dacapo.TeePrintStream;false;false;2124;2431;1204;914;272;3055;
ideal-ap;IO;$r1 @ specialinvoke $r1.<java.io.FileOutputStream: void <init>(java.lang.String,boolean)>($r3, $z0);<org.eclipse.osgi.framework.util.SecureAction$5: java.lang.Object run()>;org.eclipse.osgi.framework.util.SecureAction$5;false;false;527;2641;311;216;44;3055;
ideal-ap;IO;$r3 @ specialinvoke $r3.<java.io.FileOutputStream: void <init>(java.io.File,boolean)>($r4, 1);<org.eclipse.core.runtime.internal.adaptor.Locker_JavaNio: boolean lock()>;org.eclipse.core.runtime.internal.adaptor.Locker_JavaNio;false;true;38840;219;38840;0;11;3055;
ideal-ap;IO;$r9 @ specialinvoke $r9.<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>($r11, $r10);<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;false;139;914;39;100;26;3055;
ideal-ap;IO;$r13 @ specialinvoke $r13.<java.io.BufferedOutputStream: void <init>(java.io.OutputStream,int)>(r5, 2048);<dacapo.Benchmark: void unpackZipStream(java.io.BufferedInputStream,java.io.File)>;dacapo.Benchmark;false;false;84;177;23;61;7;3055;
ideal-ap;IO;$r2 @ specialinvoke $r2.<java.io.FileOutputStream: void <init>(java.io.File)>($r3);<dacapo.TeeOutputStream: void newLog()>;dacapo.TeeOutputStream;false;true;11507;2203;11507;0;49;3055;
ideal-ap;IO;r0 @ specialinvoke r0.<java.io.PrintStream: void <init>(java.io.OutputStream)>($r3);<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>;dacapo.TeePrintStream;false;false;113;1856;21;92;27;3055;
ideal-ap;IO;$r8 @ specialinvoke $r8.<java.io.FileOutputStream: void <init>(java.lang.String,boolean)>($r9, z0);<org.eclipse.osgi.framework.util.SecureAction: java.io.FileOutputStream getFileOutputStream(java.io.File,boolean)>;org.eclipse.osgi.framework.util.SecureAction;false;false;183;2638;85;98;43;3055;
ideal-ap;IO;r0 @ specialinvoke r0.<java.io.FilterOutputStream: void <init>(java.io.OutputStream)>(r1);<dacapo.TeeOutputStream: void <init>(java.io.OutputStream,java.io.File)>;dacapo.TeeOutputStream;false;true;5087;2030;5087;0;41;3055;
ideal-ap;IO;$r12 @ specialinvoke $r12.<java.io.FileOutputStream: void <init>(java.io.File)>(r4);<dacapo.Benchmark: void unpackZipStream(java.io.BufferedInputStream,java.io.File)>;dacapo.Benchmark;false;true;4512;562;4512;0;23;3055;
ideal-ap;IO;$r3 @ specialinvoke $r3.<dacapo.TeeOutputStream: void <init>(java.io.OutputStream,java.io.File)>(r1, r2);<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>;dacapo.TeePrintStream;false;true;10432;2025;10432;0;40;3055;
ideal-ap;IO;$r12 @ specialinvoke $r12.<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>($r14, $r13);<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;false;70;959;9;61;26;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.<init> $r12 = new TeePrintStream,$r12 (Benchmark.<init>) Value: new dacapo.TeePrintStream);<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;false;214;60;125;66;11;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.<init> $r9 = new TeePrintStream,$r9 (Benchmark.<init>) Value: new dacapo.TeePrintStream);<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;false;107;60;54;51;11;3055;
ideal-ap;IO;$r12 @ $r12 = new dacapo.TeePrintStream;<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;true;2450;1037;2450;0;35;3055;
ideal-ap;IO;$r9 @ $r9 = new dacapo.TeePrintStream;<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>;dacapo.Benchmark;false;true;1916;992;1916;0;35;3055;
ideal;IO;ForwardQuery: (dacapo.Benchmark.enableValidationReport $r2 = new PrintWriter,$r2 (Benchmark.enableValidationReport) Value: new java.io.PrintWriter);<dacapo.Benchmark: void enableValidationReport(java.lang.String)>;dacapo.Benchmark;false;false;380;352;246;104;36;3055;
ideal;IO;ForwardQuery: (org.eclipse.core.runtime.adaptor.EclipseLog.getStackTrace $r6 = new PrintWriter,$r6 (EclipseLog.getStackTrace) Value: new java.io.PrintWriter);<org.eclipse.core.runtime.adaptor.EclipseLog: java.lang.String getStackTrace(java.lang.Throwable)>;org.eclipse.core.runtime.adaptor.EclipseLog;false;false;707;385;522;72;24;3055;
ideal-ap;IO;$r6 @ $r6 = new java.io.PrintWriter;<org.eclipse.core.runtime.adaptor.EclipseLog: java.lang.String getStackTrace(java.lang.Throwable)>;org.eclipse.core.runtime.adaptor.EclipseLog;false;true;7461;393;7461;0;21;3055;
ideal-ap;IO;$r2 @ $r2 = new java.io.PrintWriter;<dacapo.Benchmark: void enableValidationReport(java.lang.String)>;dacapo.Benchmark;false;true;449;1853;449;0;34;3055;
