Analysis;Rule;Seed;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;Phase1Time;Phase2Time;VisitedMethod;ReachableMethods;
ideal;IteratorHasNext;ForwardQuery: (org.python.core.PyTuple$2.<init> $r3.iterator(),$r4 (PyTuple$2.<init>) Value: virtualinvoke $r3.<org.python.core.PyObjectList: java.util.Iterator iterator()>());<org.python.core.PyTuple$2: void <init>(org.python.core.PyTuple)>;org.python.core.PyTuple$2;true;false;290;160;209;23;21;4247;
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: boolean validate(java.lang.String)>;dacapo.Benchmark;true;false;616;410;347;269;4;4247;
ideal-ap;IteratorHasNext;r111 @ r111 = interfaceinvoke $r14.<java.util.Set: java.util.Iterator iterator()>();<org.python.core.PyType: void fillFromClass(org.python.core.PyType,java.lang.String,java.lang.Class,java.lang.Class,boolean,java.lang.reflect.Method,java.lang.String[])>;org.python.core.PyType;true;false;30138;380;30032;106;4;4247;
ideal-ap;IteratorHasNext;$r2 @ $r2 = virtualinvoke $r1.<org.python.core.PyObjectList: java.util.Iterator iterator()>();<org.python.core.PySequenceList: java.util.Iterator iterator()>;org.python.core.PySequenceList;false;true;60030;116;60030;0;9;4247;
ideal-ap;IteratorHasNext;$r4 @ $r4 = virtualinvoke $r3.<org.python.core.PyObjectList: java.util.Iterator iterator()>();<org.python.core.PyTuple$2: void <init>(org.python.core.PyTuple)>;org.python.core.PyTuple$2;false;true;60032;143;60032;0;10;4247;
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: void postIterationCleanup(java.lang.String)>;dacapo.Benchmark;true;false;172;71;50;122;4;4247;
ideal;IO;ForwardQuery: (org.python.core.Py.compile_flags $r4.<init>($r8),$r4 (Py.compile_flags) Value: specialinvoke $r4.<java.io.StringBufferInputStream: void <init>(java.lang.String)>($r8));<org.python.core.Py: org.python.core.PyCode compile_flags(java.lang.String,java.lang.String,java.lang.String,org.python.core.CompilerFlags)>;org.python.core.Py;false;false;159;109;97;33;12;4247;
ideal;IO;ForwardQuery: (org.python.core.PyFile._pb $r2.<init>(r0),$r2 (PyFile._pb) Value: specialinvoke $r2.<java.io.PushbackInputStream: void <init>(java.io.InputStream)>(r0));<org.python.core.PyFile: java.io.InputStream _pb(java.io.InputStream,java.lang.String)>;org.python.core.PyFile;false;true;30073;7907;30058;0;886;4247;
ideal;IO;ForwardQuery: (org.python.core.CachedJarsPackageManager.addJarToPackages $r4.<init>(r30),$r4 (CachedJarsPackageManager.addJarToPackages) Value: specialinvoke $r4.<java.io.FileInputStream: void <init>(java.io.File)>(r30));<org.python.core.CachedJarsPackageManager: void addJarToPackages(java.net.URL,java.io.File,boolean)>;org.python.core.CachedJarsPackageManager;true;false;125004;2763;5773;416;1435;4247;
ideal;IO;ForwardQuery: (org.python.core.CachedJarsPackageManager.inOpenIndex $r5.<init>($r6),$r5 (CachedJarsPackageManager.inOpenIndex) Value: specialinvoke $r5.<java.io.DataInputStream: void <init>(java.io.InputStream)>($r6));<org.python.core.CachedJarsPackageManager: java.io.DataInputStream inOpenIndex()>;org.python.core.CachedJarsPackageManager;false;false;16;326;8;7;8;4247;
ideal;IO;ForwardQuery: (org.python.core.CachedJarsPackageManager.addJarToPackages $r3.<init>($r4),$r3 (CachedJarsPackageManager.addJarToPackages) Value: specialinvoke $r3.<java.io.BufferedInputStream: void <init>(java.io.InputStream)>($r4));<org.python.core.CachedJarsPackageManager: void addJarToPackages(java.net.URL,java.io.File,boolean)>;org.python.core.CachedJarsPackageManager;true;false;119952;2763;4855;419;1435;4247;
ideal;IO;ForwardQuery: (org.python.core.parser.partialParse $r7.<init>(r0),$r7 (parser.partialParse) Value: specialinvoke $r7.<java.io.StringBufferInputStream: void <init>(java.lang.String)>(r0));<org.python.core.parser: org.python.parser.ast.modType partialParse(java.lang.String,java.lang.String,java.lang.String,org.python.core.CompilerFlags,boolean)>;org.python.core.parser;false;false;11;91;5;5;10;4247;
ideal;IO;ForwardQuery: (org.python.core.SyspathArchive.getInputStream $r5.<init>(r3),$r5 (SyspathArchive.getInputStream) Value: specialinvoke $r5.<java.io.ByteArrayInputStream: void <init>(byte[])>(r3));<org.python.core.SyspathArchive: java.io.InputStream getInputStream(java.util.zip.ZipEntry)>;org.python.core.SyspathArchive;false;false;300;678;283;1;76;4247;
ideal;IO;ForwardQuery: (org.python.core.SyspathJavaLoader.open $r4.<init>($r5),$r4 (SyspathJavaLoader.open) Value: specialinvoke $r4.<java.io.FileInputStream: void <init>(java.io.File)>($r5));<org.python.core.SyspathJavaLoader: java.io.FileInputStream open(java.lang.String,java.lang.String)>;org.python.core.SyspathJavaLoader;false;false;326;678;301;8;76;4247;
ideal;IO;ForwardQuery: (org.python.core.CachedJarsPackageManager.inOpenCacheFile $r4.<init>(r1),$r4 (CachedJarsPackageManager.inOpenCacheFile) Value: specialinvoke $r4.<java.io.FileInputStream: void <init>(java.lang.String)>(r1));<org.python.core.CachedJarsPackageManager: java.io.DataInputStream inOpenCacheFile(java.lang.String)>;org.python.core.CachedJarsPackageManager;true;true;30780;2072;30681;30590;852;4247;
ideal;IO;ForwardQuery: (dacapo.Benchmark.unpackZipStream $r8.<init>(r0),$r8 (Benchmark.unpackZipStream) Value: specialinvoke $r8.<java.util.zip.ZipInputStream: void <init>(java.io.InputStream)>(r0));<dacapo.Benchmark: void unpackZipStream(java.io.BufferedInputStream,java.io.File)>;dacapo.Benchmark;false;false;198;603;163;26;22;4247;
ideal;IO;ForwardQuery: (org.python.core.CachedJarsPackageManager.inOpenIndex $r6.<init>($r7),$r6 (CachedJarsPackageManager.inOpenIndex) Value: specialinvoke $r6.<java.io.BufferedInputStream: void <init>(java.io.InputStream)>($r7));<org.python.core.CachedJarsPackageManager: java.io.DataInputStream inOpenIndex()>;org.python.core.CachedJarsPackageManager;false;false;2368;2236;493;2323;112;4247;
ideal;IO;ForwardQuery: (dacapo.Benchmark.unpackZipFileResource $r4.<init>($r5),$r4 (Benchmark.unpackZipFileResource) Value: specialinvoke $r4.<java.io.BufferedInputStream: void <init>(java.io.InputStream)>($r5));<dacapo.Benchmark: void unpackZipFileResource(java.lang.String,java.io.File)>;dacapo.Benchmark;true;false;2705;2171;1265;88;65;4247;
