Analysis;Rule;Seed;SeedStatement;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;VisitedMethod;ReachableMethods;CallRecursion;FieldLoop;MaxAccessPath
ideal;IteratorHasNext;ForwardQuery: (loadOptions $r37.iterator(),r38 (FrameworkDebugOptions.loadOptions) Value: interfaceinvoke $r37.<java.util.Set: java.util.Iterator iterator()>());r38 = interfaceinvoke $r37.<java.util.Set: java.util.Iterator iterator()>();<org.eclipse.osgi.framework.debug.FrameworkDebugOptions: void loadOptions()>;org.eclipse.osgi.framework.debug.FrameworkDebugOptions;true;false;1974;122;11;3055;true;false;
ideal;IteratorHasNext;ForwardQuery: (postIterationCleanup $r5.iterator(),r2 (Benchmark.postIterationCleanup) Value: interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>());r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: void postIterationCleanup(java.lang.String)>;dacapo.Benchmark;true;false;272;46;5;3055;true;false;
ideal;IteratorHasNext;ForwardQuery: (selectNativeCode r4.iterator(),r28 (Framework.selectNativeCode) Value: virtualinvoke r4.<java.util.ArrayList: java.util.Iterator iterator()>());r28 = virtualinvoke r4.<java.util.ArrayList: java.util.Iterator iterator()>();<org.eclipse.osgi.framework.internal.core.Framework: java.lang.String[] selectNativeCode(org.osgi.framework.Bundle)>;org.eclipse.osgi.framework.internal.core.Framework;true;false;518;51;5;3055;true;false;
ideal;IteratorHasNext;ForwardQuery: (implies $r5.iterator(),r3 (AdminPermissionCollection.implies) Value: interfaceinvoke $r5.<java.util.Collection: java.util.Iterator iterator()>());r3 = interfaceinvoke $r5.<java.util.Collection: java.util.Iterator iterator()>();<org.osgi.framework.AdminPermissionCollection: boolean implies(java.security.Permission)>;org.osgi.framework.AdminPermissionCollection;true;false;610;116;11;3055;true;false;
ideal;IteratorHasNext;ForwardQuery: (validate $r5.iterator(),r2 (Benchmark.validate) Value: interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>());r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: boolean validate(java.lang.String)>;dacapo.Benchmark;true;false;552;213;5;3055;true;false;
